,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Kyrie Irving,37:04,.833,.833,.533,.000,0.0,9.0,4.6,17.2,2.9,0.0,6.3,20.8,152,106,11.7
1,Luka Dončić,35:59,.547,.478,.652,.348,3.2,24.8,14.1,38.7,0.0,0.0,10.2,39.5,115,107,4.0
2,P.J. Washington,34:43,.524,.545,.545,.091,3.3,16.1,9.8,7.7,3.1,2.7,8.0,17.2,104,101,0.8
3,Derrick Jones Jr.,25:46,.466,.458,.417,.167,8.9,0.0,4.4,0.0,4.2,7.3,0.0,24.1,102,102,-1.5
4,Daniel Gafford,25:43,1.000,1.000,.000,.000,0.0,21.7,11.0,17.6,2.1,11.0,0.0,11.2,207,96,16.1
5,Maxi Kleber,20:20,1.064,1.000,.000,2.000,5.6,5.5,5.6,5.8,0.0,9.3,0.0,4.5,229,109,5.2
6,Dante Exum,18:34,.750,.750,.500,.000,6.2,12.0,9.1,12.8,0.0,0.0,0.0,5.2,177,112,-0.3
7,Tim Hardaway Jr.,18:21,.313,.313,.750,.000,6.2,6.1,6.2,6.9,0.0,0.0,11.1,23.6,71,115,-14.5
8,Josh Green,13:45,.300,.300,.600,.000,8.3,24.4,16.4,17.7,3.9,0.0,0.0,17.5,96,97,-3.1
9,Jaden Hardy,1:57,.000,.000,.000,.000,0.0,57.2,29.0,57.2,0.0,0.0,50.0,49.4,31,93,-45.6
10,A.J. Lawson,1:57,,,,,0.0,100.0,57.9,57.2,0.0,0.0,,0.0,235,68,21.6
11,Markieff Morris,1:57,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,117,-7.6
12,Olivier-Maxence Prosper,1:57,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4,200,117,37.4
13,Brandon Williams,1:57,1.000,1.000,.000,.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,24.7,208,117,33.2
14,Dwight Powell,Did Not Play,,,,,,,,,,,,,,,
