,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Desmond Bane,33:59,.623,.600,.500,.100,3.5,2.8,3.1,28.4,1.4,3.0,19.3,32.9,103,116,-0.4
1,Ziaire Williams,33:48,.571,.571,.857,.000,0.0,28.4,15.8,4.7,0.0,0.0,6.7,19.2,101,113,-4.4
2,Marcus Smart,32:11,.563,.563,.625,.000,0.0,11.9,6.6,27.1,2.9,6.3,20.0,13.4,109,108,-0.3
3,Jaren Jackson Jr.,31:08,.546,.417,.333,.500,0.0,15.4,8.6,9.4,1.5,3.3,6.4,21.7,110,112,-3.7
4,Xavier Tillman Sr.,23:44,.571,.571,.286,.000,5.1,24.3,15.7,18.4,0.0,0.0,12.5,14.6,114,114,-3.4
5,David Roddy,23:58,.829,.813,.500,.125,0.0,24.0,13.4,13.8,0.0,4.3,10.6,17.0,140,112,4.9
6,John Konchar,21:57,.625,.625,.750,.000,16.4,26.2,21.9,6.3,4.3,9.3,20.0,9.9,124,98,5.6
7,Derrick Rose,18:28,.438,.438,.250,.000,6.5,0.0,2.9,41.7,2.6,5.5,27.3,25.8,88,113,-3.3
8,Jake LaRavia,15:35,.278,.278,.556,.000,0.0,6.2,3.4,9.4,0.0,0.0,0.0,25.0,63,121,-15.8
9,Kenneth Lofton Jr.,5:12,.000,.000,.000,.000,0.0,0.0,0.0,23.7,0.0,0.0,50.0,16.6,31,122,-26.2
10,Jacob Gilyard,Did Not Play,,,,,,,,,,,,,,,
11,GG Jackson II,Did Not Play,,,,,,,,,,,,,,,
12,Ja Morant,Player Suspended,,,,,,,,,,,,,,,
13,Vince Williams Jr.,Did Not Play,,,,,,,,,,,,,,,
