,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,98.7,.528,11.6,25.0,.167,111.4
1,MEM,98.7,.608,14.9,17.5,.145,114.5
