,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Lauri Markkanen,34:43,7,20,.350,4,11,.364,4,5,.800,4,4,8,1,0,1,2,4,22,12.2,-16
1,Jordan Clarkson,31:58,5,14,.357,0,5,.000,0,0,,2,1,3,3,0,0,0,0,10,6.0,-18
2,John Collins,28:33,5,10,.500,1,5,.200,3,4,.750,2,4,6,0,1,1,2,5,14,8.9,-21
3,Talen Horton-Tucker,24:24,6,20,.300,2,6,.333,0,0,,2,2,4,5,2,1,2,1,14,8.2,-10
4,Walker Kessler,21:51,2,3,.667,0,0,,0,0,,1,3,4,0,0,3,0,0,4,6.4,-14
5,Keyonte George,27:14,3,6,.500,1,4,.250,1,2,.500,0,0,0,4,0,0,3,2,8,3.6,-15
6,Collin Sexton,18:59,1,3,.333,1,3,.333,4,4,1.000,2,2,4,4,0,1,6,2,7,4.0,-14
7,Kelly Olynyk,17:50,0,4,.000,0,2,.000,0,0,,2,2,4,1,0,0,2,4,0,-3.7,-11
8,Ochai Agbaji,17:20,3,5,.600,2,4,.500,0,1,.000,2,0,2,1,0,0,0,1,8,7.0,-4
9,Simone Fontecchio,9:32,2,3,.667,1,1,1.000,0,0,,0,2,2,0,0,0,1,0,5,3.3,-7
10,Luka Šamanić,3:47,1,2,.500,0,1,.000,1,1,1.000,0,2,2,0,0,0,0,0,3,2.6,-5
11,Omer Yurtseven,3:47,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-0.4,-5
12,Kris Dunn,Did Not Play,,,,,,,,,,,,,,,,,,,,
