,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,99.1,.615,11.0,19.4,.241,129.1
1,GSW,99.1,.480,13.1,36.4,.153,109.9
