,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAL,106.8,.604,11.6,27.1,.059,119.8
1,TOR,106.8,.539,14.8,12.8,.169,103.9
