,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,WAS,104.3,.544,9.3,17.4,.097,116.9
1,BOS,104.3,.663,12.5,26.3,.157,126.5
