,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Stephen Curry,34:30,9,25,.360,6,15,.400,1,1,1.000,0,2,2,7,1,0,3,3,25,13.4,-6
1,Chris Paul,32:38,9,14,.643,6,9,.667,0,0,,0,2,2,6,2,1,0,2,24,24.5,-10
2,Trayce Jackson-Davis,28:57,8,11,.727,0,0,,1,3,.333,3,3,6,2,1,0,1,4,17,14.5,-4
3,Klay Thompson,26:24,1,11,.091,1,6,.167,0,0,,0,2,2,1,0,0,1,0,3,-4.0,-7
4,Jonathan Kuminga,25:14,6,12,.500,1,5,.200,3,4,.750,5,4,9,3,1,0,1,3,16,15.2,-9
5,Brandin Podziemski,28:52,5,8,.625,3,5,.600,0,0,,1,8,9,4,1,0,2,1,13,13.9,-4
6,Andrew Wiggins,27:56,5,13,.385,1,3,.333,3,3,1.000,3,2,5,4,1,1,0,2,14,13.3,-1
7,Dario Šarić,15:16,1,4,.250,1,4,.250,0,0,,2,7,9,4,1,0,2,1,3,5.5,-1
8,Kevon Looney,10:53,2,2,1.000,0,0,,1,2,.500,2,1,3,1,0,0,0,2,5,5.6,-7
9,Gary Payton II,9:20,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,1,0,3,2,-0.2,-1
10,Usman Garuba,Not With Team,,,,,,,,,,,,,,,,,,,,
11,Draymond Green,Player Suspended,,,,,,,,,,,,,,,,,,,,
12,Cory Joseph,Did Not Play,,,,,,,,,,,,,,,,,,,,
13,Moses Moody,Did Not Play,,,,,,,,,,,,,,,,,,,,
14,Lester Quinones,Did Not Play,,,,,,,,,,,,,,,,,,,,
15,Jerome Robinson,Not With Team,,,,,,,,,,,,,,,,,,,,
16,Gui Santos,Did Not Play,,,,,,,,,,,,,,,,,,,,
