,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,99.0,.471,7.6,8.5,.218,102.0
1,HOU,99.0,.572,17.0,27.8,.181,111.1
