,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,UTA,97.6,.596,15.0,16.7,.295,118.8
1,CLE,97.6,.589,9.6,30.4,.115,127.0
