,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAL,100.2,.512,12.0,14.9,.333,109.7
1,OKC,100.2,.606,6.3,19.0,.202,132.7
