,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAS,96.2,.457,9.1,20.8,.140,101.9
1,BOS,96.2,.567,10.9,28.6,.167,121.7
