,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,98.8,.520,10.4,9.3,.382,109.4
1,HOU,98.8,.512,9.3,15.9,.325,113.4
