,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,WAS,109.2,.466,10.9,23.0,.125,100.7
1,DEN,109.2,.589,12.9,33.3,.109,119.0
