,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Marcus Smart,37:40,.563,.550,.650,.250,0.0,13.9,7.4,32.3,3.6,0.0,18.4,27.8,106,106,2.4
1,Desmond Bane,36:32,.710,.643,.500,.357,5.4,7.2,6.3,20.2,1.2,1.8,15.6,20.3,133,112,4.4
2,Jaren Jackson Jr.,31:48,.643,.625,.400,.200,3.1,24.7,14.5,34.3,0.0,2.0,8.4,28.8,130,108,9.3
3,Luke Kennard,21:52,.900,.900,.600,.000,0.0,12.0,6.3,18.1,0.0,0.0,0.0,8.8,188,114,4.1
4,Xavier Tillman Sr.,3:11,.000,.000,.333,.000,92.3,0.0,43.5,0.0,0.0,0.0,0.0,36.3,65,118,-34.7
5,Vince Williams Jr.,36:58,.745,.682,.364,.364,10.6,11.8,11.2,3.7,0.0,3.5,0.0,13.3,166,112,5.9
6,Ziaire Williams,27:27,.431,.450,.500,.100,7.1,6.4,6.7,14.6,3.3,0.0,8.7,16.1,102,109,-2.7
7,Bismack Biyombo,25:58,.174,.000,.000,1.000,3.8,16.8,10.7,8.6,0.0,7.5,41.0,7.2,56,107,-5.8
8,Santi Aldama,15:34,.284,.227,.636,.273,12.6,28.0,20.8,8.4,2.9,4.2,24.5,40.4,58,99,-18.8
9,John Konchar,3:00,.000,.000,1.000,.000,0.0,29.1,15.4,0.0,0.0,0.0,0.0,12.8,0,108,-17.5
10,David Roddy,Did Not Play,,,,,,,,,,,,,,,
11,Derrick Rose,Did Not Dress,,,,,,,,,,,,,,,
