,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Omer Yurtseven,21:03,.600,.600,.000,.000,20.0,12.3,17.0,10.7,2.2,0.0,9.1,21.1,122,129,0.7
1,Keyonte George,18:47,.304,.222,.444,.222,0.0,13.8,5.4,42.7,0.0,0.0,33.6,32.0,57,134,-21.6
2,Collin Sexton,17:52,.381,.286,.429,.286,14.1,0.0,8.6,19.9,0.0,0.0,11.3,40.2,86,136,-8.2
3,Brice Sensabaugh,13:27,.410,.250,.250,.500,0.0,38.6,15.2,11.4,0.0,6.4,17.0,17.7,80,125,-11.8
4,Taylor Hendricks,12:21,.833,.833,.333,.000,0.0,21.0,8.3,0.0,0.0,0.0,0.0,9.8,159,133,-0.5
5,Darius Bazley,33:28,.588,.563,.375,.625,2.5,19.4,9.2,0.0,4.2,2.6,22.7,15.9,91,121,-3.4
6,Johnny Juzang,31:45,.507,.500,.625,.250,5.3,20.4,11.3,14.9,1.5,2.7,0.0,11.3,123,127,-0.2
7,Talen Horton-Tucker,26:24,.498,.429,.357,.500,0.0,14.7,5.8,7.0,3.5,0.0,5.5,27.7,101,126,-2.6
8,Kris Dunn,23:36,.694,.600,.200,1.000,3.6,0.0,2.2,7.0,2.0,0.0,12.2,14.0,131,131,-5.1
9,Jason Preston,16:56,.500,.500,.167,.000,5.0,23.0,12.1,64.2,2.8,0.0,0.0,14.3,136,126,6.8
10,Kenneth Lofton Jr.,12:00,.500,.500,.286,.000,7.0,0.0,4.3,0.0,0.0,0.0,0.0,23.6,106,136,-4.3
11,Micah Potter,8:58,.347,.000,.500,1.000,0.0,28.9,11.4,0.0,10.4,9.6,25.8,17.5,57,100,-4.6
12,Luka Šamanić,3:22,.000,.000,.000,.000,0.0,38.5,15.2,0.0,0.0,0.0,0.0,12.0,0,130,-18.8
13,Kira Lewis Jr.,Did Not Play,,,,,,,,,,,,,,,
