,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DAL,102.2,.591,12.9,13.5,.244,114.5
1,ORL,102.2,.518,17.7,18.8,.165,99.8
