,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,95.3,.635,12.1,23.7,.235,134.3
1,TOR,95.3,.443,11.3,44.8,.281,117.5
