,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAC,93.2,.579,13.4,25.6,.195,119.2
1,NOP,93.2,.424,8.1,25.9,.185,102.0
