,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Wendell Carter Jr.,33:53,.654,.667,.417,.333,11.6,18.5,14.9,5.6,1.5,2.3,17.9,21.6,111,115,0.8
1,Franz Wagner,33:28,.522,.500,.375,.313,2.9,21.8,12.1,28.7,1.5,0.0,9.9,26.4,110,116,0.0
2,Jalen Suggs,28:08,.700,.700,.400,.000,0.0,7.4,3.6,41.3,3.6,2.8,23.1,20.2,118,112,6.7
3,Anthony Black,27:23,.254,.214,.429,.286,7.2,22.9,14.8,5.3,0.0,0.0,27.6,17.4,54,119,-15.2
4,Goga Bitadze,18:30,.200,.200,.200,.000,10.6,16.9,13.7,16.0,0.0,12.8,16.7,14.2,70,109,-6.4
5,Cole Anthony,30:28,.433,.438,.375,.188,0.0,10.3,5.0,18.5,1.7,5.2,14.8,29.1,83,114,-5.3
6,Caleb Houstan,20:30,.667,.667,1.000,.000,0.0,10.2,4.9,0.0,0.0,0.0,0.0,19.2,130,122,2.8
7,Joe Ingles,19:10,.750,.750,1.000,.000,5.1,5.4,5.3,23.1,2.6,0.0,0.0,4.6,186,118,2.4
8,Moritz Wagner,12:42,.500,.500,.500,.000,7.7,32.9,19.9,12.1,4.0,6.2,50.0,13.8,67,102,-4.9
9,Markelle Fultz,11:48,.255,.200,.200,.400,24.9,8.8,17.1,13.2,0.0,6.7,14.5,25.5,75,117,-7.1
10,Jonathan Isaac,2:13,.000,,,,0.0,47.1,22.8,0.0,0.0,0.0,0.0,17.3,0,113,-20.7
11,Chuma Okeke,1:47,,,,,0.0,58.5,28.3,0.0,0.0,0.0,,0.0,0,110,-4.4
