,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,97.3,.592,6.6,16.7,.241,127.4
1,LAC,97.3,.519,8.4,33.3,.087,120.2
