,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHI,98.2,.453,9.5,13.0,.235,98.8
1,CHO,98.2,.465,14.9,14.9,.118,90.6
