,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAC,94.4,.379,13.1,41.8,.221,98.5
1,PHI,94.4,.511,11.4,31.1,.183,118.7
