,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MEM,94.0,.530,12.0,28.3,.280,117.1
1,IND,94.0,.561,9.3,25.6,.167,123.5
