,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHI,95.4,.547,19.9,21.1,.213,102.7
1,ORL,95.4,.528,9.2,25.6,.200,118.4
