,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,100.9,.525,4.4,22.2,.108,116.9
1,PHO,100.9,.516,17.5,32.6,.176,109.0
