,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAC,96.0,.635,10.9,27.5,.169,133.3
1,MEM,96.0,.526,7.8,34.7,.200,124.0
