,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,D'Angelo Russell,37:01,.513,.364,.636,.545,0.0,7.6,3.2,22.6,0.0,0.0,0.0,15.6,127,140,-5.3
1,LeBron James,35:32,.682,.659,.136,.227,2.8,23.8,11.5,59.2,2.7,0.0,14.2,33.5,127,132,12.2
2,Austin Reaves,34:54,.674,.667,.467,.200,8.6,16.2,11.7,25.0,0.0,0.0,0.0,19.8,148,139,4.7
3,Rui Hachimura,30:52,.439,.381,.333,.190,6.5,41.2,20.9,9.4,1.6,8.0,0.0,31.2,100,128,-1.8
4,Jaxson Hayes,28:19,.799,.833,.000,.333,10.6,15.0,12.4,4.8,1.7,4.3,22.5,13.3,127,131,-3.9
5,Spencer Dinwiddie,22:23,.806,.786,.714,.143,0.0,25.2,10.5,0.0,0.0,0.0,0.0,14.0,150,139,0.1
6,Taurean Prince,18:48,.167,.167,.500,.000,0.0,7.5,3.1,0.0,2.5,0.0,0.0,13.5,37,134,-17.0
7,Gabe Vincent,15:29,.000,.000,1.000,.000,0.0,9.1,3.8,7.0,6.2,0.0,25.0,10.9,16,124,-12.3
8,Cam Reddish,9:34,.000,.000,.000,.000,0.0,0.0,0.0,11.4,0.0,0.0,0.0,8.8,31,140,-17.2
9,Colin Castleton,1:47,.500,.500,.000,.000,56.1,0.0,32.8,0.0,26.9,0.0,0.0,47.4,121,74,26.2
10,Max Christie,1:47,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,200,141,12.6
11,Maxwell Lewis,1:47,.758,,,,0.0,0.0,0.0,61.2,0.0,0.0,0.0,31.3,176,136,14.4
12,Skylar Mays,1:47,,,,,0.0,0.0,0.0,61.2,0.0,0.0,,0.0,227,141,4.8
13,Anthony Davis,Not With Team,,,,,,,,,,,,,,,
