,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,GSW,100.1,.750,14.4,11.8,.175,133.8
1,LAL,100.1,.521,6.2,20.8,.208,119.8
