,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Klay Thompson,33:00,10,16,.625,5,10,.500,2,2,1.000,0,0,0,3,1,1,2,2,27,20.8,+11
1,Stephen Curry,32:19,7,9,.778,6,6,1.000,3,4,.750,0,7,7,8,1,2,1,2,23,27.4,+13
2,Draymond Green,32:10,5,7,.714,5,7,.714,0,2,.000,0,6,6,10,0,1,4,2,15,16.0,+11
3,Andrew Wiggins,28:32,7,12,.583,3,5,.600,0,0,,1,3,4,0,0,3,0,3,17,13.9,+10
4,Trayce Jackson-Davis,24:44,2,5,.400,0,0,,3,5,.600,2,5,7,0,0,3,1,0,7,7.5,-1
5,Chris Paul,24:57,5,10,.500,1,4,.250,0,0,,0,6,6,9,0,0,3,2,11,10.3,+21
6,Jonathan Kuminga,21:25,2,8,.250,1,3,.333,3,4,.750,0,6,6,3,1,0,0,3,8,6.5,+10
7,Brandin Podziemski,20:21,5,6,.833,3,3,1.000,0,0,,1,2,3,2,0,0,1,0,13,12.5,+4
8,Gary Payton II,13:37,3,6,.500,2,3,.667,1,2,.500,0,1,1,1,0,1,1,2,9,5.5,+1
9,Lester Quinones,1:47,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,0,0,2,2.3,-2
10,Gui Santos,1:47,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-2
11,Usman Garuba,1:47,0,0,,0,0,,0,0,,0,0,0,0,0,1,1,0,0,-0.3,-2
12,Moses Moody,1:47,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,0,0,0.0,-2
13,Pat Spencer,1:47,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-2
14,Kevon Looney,Did Not Play,,,,,,,,,,,,,,,,,,,,
