,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NYK,84.1,.482,9.6,37.2,.226,119.0
1,ORL,84.1,.711,12.9,28.0,.132,140.4
