,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,97.6,.463,12.2,12.5,.309,102.4
1,BOS,97.6,.636,9.1,29.7,.196,138.3
