,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DET,96.0,.654,16.0,23.3,.185,126.1
1,CLE,96.0,.596,8.3,26.3,.247,133.3
