,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIA,96.2,.464,13.0,22.0,.241,100.8
1,DEN,96.2,.500,13.9,20.0,.226,107.0
