,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAL,96.1,.628,14.2,22.9,.093,120.7
1,LAC,96.1,.562,11.1,22.5,.135,116.5
