,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Franz Wagner,30:48,11,14,.786,4,6,.667,5,6,.833,3,3,6,3,0,1,2,1,31,28.6,+9
1,Jalen Suggs,28:41,9,15,.600,3,6,.500,1,1,1.000,1,2,3,3,2,0,2,4,22,16.9,+4
2,Anthony Black,26:58,3,5,.600,1,2,.500,0,0,,0,5,5,3,0,1,2,1,7,6.6,+4
3,Paolo Banchero,26:46,2,8,.250,0,0,,2,3,.667,1,3,4,4,0,0,4,2,6,0.4,+8
4,Goga Bitadze,23:43,2,5,.400,0,0,,4,4,1.000,1,6,7,2,0,1,1,1,8,8.5,+7
5,Cole Anthony,26:09,9,16,.563,3,5,.600,4,5,.800,3,3,6,5,0,2,1,4,25,22.3,+14
6,Joe Ingles,19:52,5,7,.714,1,1,1.000,1,1,1.000,0,4,4,6,1,0,2,1,12,13.1,+16
7,Gary Harris,19:19,2,2,1.000,2,2,1.000,2,3,.667,0,2,2,4,2,0,1,3,8,10.2,+20
8,Moritz Wagner,18:30,5,7,.714,0,1,.000,1,1,1.000,0,4,4,1,0,1,2,1,11,8.3,+18
9,Caleb Houstan,10:00,3,3,1.000,3,3,1.000,0,0,,0,3,3,1,0,0,1,3,9,7.5,-4
10,Chuma Okeke,5:07,0,2,.000,0,1,.000,0,0,,0,0,0,2,0,0,0,0,0,0.0,-1
11,Admiral Schofield,4:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,0
12,Jonathan Isaac,Did Not Dress,,,,,,,,,,,,,,,,,,,,
