,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DEN,93.6,.564,8.3,28.3,.053,118.5
1,UTA,93.6,.451,12.6,26.8,.143,101.4
