,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DEN,90.3,.435,17.5,28.9,.131,93.0
1,NYK,90.3,.618,7.9,30.8,.200,135.1
