,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ORL,95.1,.594,12.2,20.0,.275,123.0
1,NOP,95.1,.553,13.7,17.9,.316,113.6
