,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,HOU,97.2,.577,12.3,50.0,.175,132.7
1,IND,97.2,.715,11.5,15.2,.105,135.8
