,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Anthony Edwards,32:35,.418,.368,.316,.158,8.8,17.1,12.7,18.3,4.5,0.0,16.4,32.8,79,94,0.8
1,Naz Reid,32:10,.288,.269,.385,.154,3.0,34.7,17.7,10.5,3.0,6.0,26.5,25.8,49,89,-7.2
2,Rudy Gobert,29:03,.400,.400,.000,.000,6.6,15.4,10.7,5.6,0.0,6.6,16.7,9.1,84,99,-4.9
3,Jaden McDaniels,26:21,.500,.500,.333,.000,0.0,8.5,3.9,6.6,1.8,3.6,25.0,13.4,73,99,-3.1
4,Mike Conley,24:55,.363,.250,.500,.333,0.0,0.0,0.0,18.6,0.0,0.0,30.4,17.4,64,107,-11.1
5,Monte Morris,22:11,.765,.800,.600,.400,4.3,15.1,9.3,24.5,0.0,4.3,0.0,11.7,158,101,11.6
6,Nickeil Alexander-Walker,22:01,.658,.611,.556,.222,0.0,25.4,11.7,18.0,2.2,0.0,9.2,21.7,117,97,9.2
7,Kyle Anderson,16:44,.429,.429,.000,.000,0.0,6.7,3.1,35.3,0.0,0.0,22.2,23.7,76,105,-8.8
8,Jordan McLaughlin,13:50,.410,.250,.750,.500,0.0,8.1,3.7,0.0,3.5,0.0,0.0,15.5,88,98,-2.1
9,Luka Garza,4:02,.225,.250,.250,.250,0.0,27.7,12.8,0.0,0.0,0.0,0.0,48.4,45,101,-23.4
10,Leonard Miller,4:02,1.000,1.000,.000,.000,0.0,27.7,12.8,0.0,0.0,0.0,0.0,21.8,200,102,20.4
11,Josh Minott,4:02,.750,.750,.500,.000,23.8,55.4,38.4,100.0,0.0,0.0,0.0,21.8,178,97,41.2
12,Wendell Moore Jr.,4:02,1.000,1.000,.000,.000,0.0,0.0,0.0,56.4,0.0,0.0,0.0,10.9,207,108,14.8
13,T.J. Warren,4:02,1.000,1.000,.000,.000,0.0,27.7,12.8,100.0,12.0,0.0,0.0,21.8,206,75,54.3
14,Daishen Nix,Did Not Play,,,,,,,,,,,,,,,
