,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,96.9,.472,7.4,18.0,.200,106.3
1,MIN,96.9,.513,17.1,27.0,.333,109.4
