,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAC,97.5,.534,11.9,42.2,.364,129.3
1,DAL,97.5,.617,6.8,34.9,.235,147.7
