,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAC,97.3,.494,13.7,22.2,.198,104.8
1,WAS,97.3,.568,17.3,27.0,.210,112.0
