,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,93.1,.637,13.4,25.7,.143,127.9
1,BOS,93.1,.576,8.4,25.6,.282,131.1
