,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAC,95.5,.523,6.8,14.0,.207,114.1
1,ORL,95.5,.534,11.9,25.0,.148,112.1
