,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Julian Champagnie,38:16,.500,.500,.778,.000,2.8,12.2,7.3,13.8,1.3,2.4,25.0,13.0,95,122,-4.4
1,Cedi Osman,35:58,.750,.750,.583,.000,3.0,3.3,3.1,4.4,1.4,0.0,14.3,16.1,124,126,-0.3
2,Tre Jones,32:15,.545,.545,.364,.000,9.9,7.3,8.7,27.4,1.5,0.0,15.4,16.7,122,124,-1.0
3,Victor Wembanyama,31:22,.606,.523,.455,.455,3.4,29.9,16.0,31.0,6.3,8.7,15.9,41.5,115,101,13.3
4,Malaki Branham,31:12,.416,.393,.429,.071,6.8,3.8,5.4,19.0,0.0,0.0,21.7,24.5,86,129,-13.5
5,Sandro Mamukelashvili,24:37,.727,.667,.167,.333,17.3,33.3,24.9,12.1,0.0,3.7,12.7,13.3,150,118,2.6
6,Devonte' Graham,18:18,.750,.750,1.000,.000,0.0,6.4,3.0,15.1,0.0,0.0,33.3,13.6,101,128,-5.8
7,Zach Collins,16:25,.574,.500,.300,.300,19.5,35.7,27.2,20.7,0.0,0.0,0.0,28.6,144,119,7.2
8,Blake Wesley,11:36,.266,.000,1.000,2.000,9.2,0.0,4.8,51.7,0.0,0.0,0.0,6.7,158,130,1.0
9,Jamaree Bouyea,Did Not Play,,,,,,,,,,,,,,,
10,Sidy Cissoko,Did Not Play,,,,,,,,,,,,,,,
11,David Duke Jr.,Did Not Play,,,,,,,,,,,,,,,
12,RaiQuan Gray,Did Not Play,,,,,,,,,,,,,,,
