,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Bruce Brown,33:53,7,9,.778,3,4,.750,1,2,.500,1,3,4,6,2,0,2,4,18,18.3,-13
1,Kelly Olynyk,31:56,7,8,.875,1,2,.500,3,4,.750,2,3,5,11,3,0,5,3,18,21.6,-2
2,Gary Trent Jr.,31:50,10,20,.500,3,9,.333,0,0,,0,2,2,2,2,0,1,1,23,15.6,-10
3,Javon Freeman-Liberty,31:18,4,11,.364,1,3,.333,2,2,1.000,1,6,7,2,1,0,1,2,11,8.0,-7
4,Gradey Dick,31:06,3,8,.375,1,3,.333,5,7,.714,0,0,0,2,2,0,2,2,12,7.4,-14
5,Jordan Nwora,30:26,8,18,.444,2,7,.286,1,1,1.000,2,2,4,3,0,1,1,0,19,13.4,-4
6,Jalen McDaniels,17:56,3,6,.500,0,1,.000,2,2,1.000,0,4,4,1,0,0,0,0,8,6.9,-4
7,Kobi Simmons,15:31,3,6,.500,0,1,.000,0,0,,0,1,1,3,0,0,0,0,6,5.4,-8
8,Garrett Temple,9:22,1,2,.500,0,0,,0,0,,0,2,2,0,0,0,0,2,2,0.8,-8
9,Mouhamadou Gueye,6:42,1,2,.500,0,0,,1,2,.500,1,0,1,1,0,1,0,0,3,3.7,-5
10,RJ Barrett,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Chris Boucher,Did Not Dress,,,,,,,,,,,,,,,,,,,,
