,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DEN,97.0,.378,12.7,27.1,.160,88.7
1,HOU,97.0,.561,13.6,16.7,.159,108.3
