,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
71,Sat Feb 10 2024,7:30p,Indiana Pacers,125,New York Knicks,111,Box Score,,19812.0,2:06,Madison Square Garden (IV),
72,Sat Feb 10 2024,7:30p,Cleveland Cavaliers,119,Toronto Raptors,95,Box Score,,19800.0,2:03,Scotiabank Arena,
73,Sat Feb 10 2024,8:30p,Phoenix Suns,112,Golden State Warriors,113,Box Score,,18064.0,2:25,Chase Center,
74,Sat Feb 10 2024,10:00p,New Orleans Pelicans,93,Portland Trail Blazers,84,Box Score,,18226.0,2:02,Moda Center,
75,Sun Feb 11 2024,2:00p,Boston Celtics,110,Miami Heat,106,Box Score,,20049.0,2:21,Kaseya Center,
76,Sun Feb 11 2024,3:00p,Sacramento Kings,113,Oklahoma City Thunder,127,Box Score,,17092.0,2:12,Paycom Center,
77,Mon Feb 12 2024,7:00p,Indiana Pacers,102,Charlotte Hornets,111,Box Score,,12112.0,2:04,Spectrum Center,
78,Mon Feb 12 2024,7:00p,Philadelphia 76ers,123,Cleveland Cavaliers,121,Box Score,,19432.0,2:21,Rocket Mortgage Fieldhouse,
79,Mon Feb 12 2024,7:30p,Chicago Bulls,136,Atlanta Hawks,126,Box Score,,16524.0,2:15,State Farm Arena,
80,Mon Feb 12 2024,7:30p,San Antonio Spurs,122,Toronto Raptors,99,Box Score,,19800.0,2:05,Scotiabank Arena,
81,Mon Feb 12 2024,8:00p,New York Knicks,103,Houston Rockets,105,Box Score,,16790.0,2:22,Toyota Center,
82,Mon Feb 12 2024,8:00p,New Orleans Pelicans,96,Memphis Grizzlies,87,Box Score,,15823.0,,FedEx Forum,
83,Mon Feb 12 2024,8:00p,Denver Nuggets,95,Milwaukee Bucks,112,Box Score,,17444.0,2:04,Fiserv Forum,
84,Mon Feb 12 2024,8:30p,Washington Wizards,104,Dallas Mavericks,112,Box Score,,19921.0,2:16,American Airlines Center,
85,Mon Feb 12 2024,9:00p,Golden State Warriors,129,Utah Jazz,107,Box Score,,18206.0,2:06,Delta Center,
86,Mon Feb 12 2024,10:30p,Minnesota Timberwolves,121,Los Angeles Clippers,100,Box Score,,19370.0,2:06,Crypto.com Arena,
87,Tue Feb 13 2024,7:30p,Boston Celtics,118,Brooklyn Nets,110,Box Score,,18053.0,2:14,Barclays Center,
88,Tue Feb 13 2024,7:30p,Oklahoma City Thunder,127,Orlando Magic,113,Box Score,,19301.0,2:18,Kia Center,
89,Tue Feb 13 2024,8:00p,Miami Heat,123,Milwaukee Bucks,97,Box Score,,17520.0,2:06,Fiserv Forum,
90,Tue Feb 13 2024,10:00p,Sacramento Kings,125,Phoenix Suns,130,Box Score,,17071.0,2:31,Footprint Center,
91,Tue Feb 13 2024,10:00p,Minnesota Timberwolves,121,Portland Trail Blazers,109,Box Score,,17906.0,2:12,Moda Center,
92,Tue Feb 13 2024,10:30p,Detroit Pistons,111,Los Angeles Lakers,125,Box Score,,18997.0,2:07,Crypto.com Arena,
93,Wed Feb 14 2024,7:00p,Atlanta Hawks,99,Charlotte Hornets,122,Box Score,,14336.0,2:06,Spectrum Center,
94,Wed Feb 14 2024,7:00p,New York Knicks,100,Orlando Magic,118,Box Score,,19259.0,2:08,Kia Center,
95,Wed Feb 14 2024,7:00p,Miami Heat,109,Philadelphia 76ers,104,Box Score,,20015.0,2:13,Wells Fargo Center,
96,Wed Feb 14 2024,7:30p,Brooklyn Nets,86,Boston Celtics,136,Box Score,,19156.0,1:54,TD Garden,
97,Wed Feb 14 2024,7:30p,Chicago Bulls,105,Cleveland Cavaliers,108,Box Score,,19432.0,2:20,Rocket Mortgage Fieldhouse,
98,Wed Feb 14 2024,7:30p,Indiana Pacers,127,Toronto Raptors,125,Box Score,,19800.0,2:13,Scotiabank Arena,
99,Wed Feb 14 2024,8:00p,Houston Rockets,113,Memphis Grizzlies,121,Box Score,,15012.0,2:22,FedEx Forum,
100,Wed Feb 14 2024,8:00p,Washington Wizards,126,New Orleans Pelicans,133,Box Score,,18316.0,2:30,Smoothie King Center,
101,Wed Feb 14 2024,8:30p,San Antonio Spurs,93,Dallas Mavericks,116,Box Score,,20311.0,1:58,American Airlines Center,
102,Wed Feb 14 2024,9:00p,Sacramento Kings,102,Denver Nuggets,98,Box Score,,19617.0,2:15,Ball Arena,
103,Wed Feb 14 2024,9:00p,Detroit Pistons,100,Phoenix Suns,116,Box Score,,17071.0,2:18,Footprint Center,
104,Wed Feb 14 2024,9:00p,Los Angeles Lakers,138,Utah Jazz,122,Box Score,,18206.0,2:06,Delta Center,
105,Wed Feb 14 2024,10:00p,Los Angeles Clippers,130,Golden State Warriors,125,Box Score,,18064.0,2:33,Chase Center,
106,Thu Feb 15 2024,8:30p,Milwaukee Bucks,110,Memphis Grizzlies,113,Box Score,,16544.0,2:28,FedEx Forum,
107,Thu Feb 15 2024,9:00p,Golden State Warriors,140,Utah Jazz,137,Box Score,,18206.0,2:14,Delta Center,
108,Thu Feb 15 2024,10:00p,Minnesota Timberwolves,128,Portland Trail Blazers,91,Box Score,,18606.0,2:10,Moda Center,
109,Thu Feb 22 2024,7:00p,Orlando Magic,116,Cleveland Cavaliers,109,Box Score,,19432.0,2:15,Rocket Mortgage Fieldhouse,
110,Thu Feb 22 2024,7:00p,Detroit Pistons,115,Indiana Pacers,129,Box Score,,16506.0,2:08,Gainbridge Fieldhouse,
111,Thu Feb 22 2024,7:00p,New York Knicks,110,Philadelphia 76ers,96,Box Score,,21094.0,2:13,Wells Fargo Center,
112,Thu Feb 22 2024,7:00p,Brooklyn Nets,93,Toronto Raptors,121,Box Score,,19800.0,2:13,Scotiabank Arena,
113,Thu Feb 22 2024,7:30p,Phoenix Suns,113,Dallas Mavericks,123,Box Score,,20377.0,2:25,American Airlines Center,
114,Thu Feb 22 2024,8:00p,Boston Celtics,129,Chicago Bulls,112,Box Score,,20313.0,2:03,United Center,
115,Thu Feb 22 2024,8:00p,Houston Rockets,105,New Orleans Pelicans,127,Box Score,,17421.0,2:18,Smoothie King Center,
116,Thu Feb 22 2024,8:00p,Los Angeles Clippers,107,Oklahoma City Thunder,129,Box Score,,18203.0,2:00,Paycom Center,
117,Thu Feb 22 2024,9:00p,Washington Wizards,110,Denver Nuggets,130,Box Score,,19621.0,2:03,Ball Arena,
118,Thu Feb 22 2024,9:00p,Charlotte Hornets,115,Utah Jazz,107,Box Score,,18206.0,2:14,Delta Center,
119,Thu Feb 22 2024,10:00p,Los Angeles Lakers,110,Golden State Warriors,128,Box Score,,18064.0,2:15,Chase Center,
120,Thu Feb 22 2024,10:00p,San Antonio Spurs,122,Sacramento Kings,127,Box Score,,18153.0,2:03,Golden 1 Center,
121,Fri Feb 23 2024,7:30p,Toronto Raptors,123,Atlanta Hawks,121,Box Score,,17625.0,2:09,State Farm Arena,
122,Fri Feb 23 2024,7:30p,Cleveland Cavaliers,97,Philadelphia 76ers,104,Box Score,,19938.0,2:19,Wells Fargo Center,
123,Fri Feb 23 2024,8:00p,Phoenix Suns,110,Houston Rockets,114,Box Score,,18055.0,2:32,Toyota Center,
124,Fri Feb 23 2024,8:00p,Los Angeles Clippers,101,Memphis Grizzlies,95,Box Score,,17255.0,2:12,FedEx Forum,
125,Fri Feb 23 2024,8:00p,Miami Heat,106,New Orleans Pelicans,95,Box Score,,18658.0,2:26,Smoothie King Center,
126,Fri Feb 23 2024,8:00p,Washington Wizards,106,Oklahoma City Thunder,147,Box Score,,18203.0,2:03,Paycom Center,
127,Fri Feb 23 2024,10:00p,Charlotte Hornets,84,Golden State Warriors,97,Box Score,,18064.0,2:08,Chase Center,
128,Fri Feb 23 2024,10:00p,Milwaukee Bucks,112,Minnesota Timberwolves,107,Box Score,,18024.0,2:17,Target Center,
129,Fri Feb 23 2024,10:00p,Denver Nuggets,127,Portland Trail Blazers,112,Box Score,,18898.0,2:08,Moda Center,
130,Fri Feb 23 2024,10:30p,San Antonio Spurs,118,Los Angeles Lakers,123,Box Score,,18997.0,2:12,Crypto.com Arena,
131,Sat Feb 24 2024,8:00p,Orlando Magic,112,Detroit Pistons,109,Box Score,,19388.0,2:09,Little Caesars Arena,
132,Sat Feb 24 2024,8:30p,Boston Celtics,116,New York Knicks,102,Box Score,,19812.0,2:07,Madison Square Garden (IV),
133,Sat Feb 24 2024,9:00p,Brooklyn Nets,86,Minnesota Timberwolves,101,Box Score,,18024.0,2:20,Target Center,
134,Sun Feb 25 2024,1:00p,Milwaukee Bucks,119,Philadelphia 76ers,98,Box Score,,19831.0,2:14,Wells Fargo Center,
135,Sun Feb 25 2024,3:30p,Los Angeles Lakers,113,Phoenix Suns,123,Box Score,,17071.0,2:20,Footprint Center,
136,Sun Feb 25 2024,5:00p,Dallas Mavericks,111,Indiana Pacers,133,Box Score,,17274.0,2:05,Gainbridge Fieldhouse,
137,Sun Feb 25 2024,6:00p,Cleveland Cavaliers,114,Washington Wizards,105,Box Score,,17895.0,2:14,Capital One Arena,
138,Sun Feb 25 2024,7:00p,Orlando Magic,92,Atlanta Hawks,109,Box Score,,17173.0,2:06,State Farm Arena,
139,Sun Feb 25 2024,7:00p,Denver Nuggets,119,Golden State Warriors,103,Box Score,,18064.0,2:21,Chase Center,
140,Sun Feb 25 2024,7:00p,Oklahoma City Thunder,123,Houston Rockets,110,Box Score,,18055.0,2:11,Toyota Center,
141,Sun Feb 25 2024,7:00p,Chicago Bulls,114,New Orleans Pelicans,106,Box Score,,18684.0,2:05,Smoothie King Center,
142,Sun Feb 25 2024,8:00p,San Antonio Spurs,109,Utah Jazz,128,Box Score,,18206.0,2:13,Delta Center,
143,Sun Feb 25 2024,9:00p,Charlotte Hornets,93,Portland Trail Blazers,80,Box Score,,17888.0,1:56,Moda Center,
144,Sun Feb 25 2024,9:30p,Sacramento Kings,123,Los Angeles Clippers,107,Box Score,,19370.0,2:14,Crypto.com Arena,
145,Mon Feb 26 2024,7:00p,Toronto Raptors,130,Indiana Pacers,122,Box Score,,16026.0,2:19,Gainbridge Fieldhouse,
146,Mon Feb 26 2024,7:30p,Detroit Pistons,111,New York Knicks,113,Box Score,,19303.0,2:07,Madison Square Garden (IV),
147,Mon Feb 26 2024,8:00p,Brooklyn Nets,111,Memphis Grizzlies,86,Box Score,,15417.0,2:13,FedEx Forum,
148,Mon Feb 26 2024,10:00p,Miami Heat,121,Sacramento Kings,110,Box Score,,17832.0,2:07,Golden 1 Center,
149,Tue Feb 27 2024,7:00p,Dallas Mavericks,119,Cleveland Cavaliers,121,Box Score,,19432.0,2:05,Rocket Mortgage Fieldhouse,
150,Tue Feb 27 2024,7:00p,Brooklyn Nets,81,Orlando Magic,108,Box Score,,17708.0,2:15,Kia Center,
151,Tue Feb 27 2024,7:00p,Golden State Warriors,123,Washington Wizards,112,Box Score,,20333.0,2:01,Capital One Arena,
152,Tue Feb 27 2024,7:30p,Utah Jazz,97,Atlanta Hawks,124,Box Score,,17129.0,2:05,State Farm Arena,
153,Tue Feb 27 2024,7:30p,Philadelphia 76ers,99,Boston Celtics,117,Box Score,,19156.0,2:16,TD Garden,
154,Tue Feb 27 2024,7:30p,New Orleans Pelicans,115,New York Knicks,92,Box Score,,19812.0,2:09,Madison Square Garden (IV),
155,Tue Feb 27 2024,8:00p,Detroit Pistons,105,Chicago Bulls,95,Box Score,,21089.0,2:05,United Center,
156,Tue Feb 27 2024,8:00p,Charlotte Hornets,85,Milwaukee Bucks,123,Box Score,,17607.0,2:00,Fiserv Forum,
157,Tue Feb 27 2024,8:00p,San Antonio Spurs,105,Minnesota Timberwolves,114,Box Score,,18024.0,1:59,Target Center,
158,Tue Feb 27 2024,10:00p,Houston Rockets,95,Oklahoma City Thunder,112,Box Score,,17164.0,2:16,Paycom Center,
159,Tue Feb 27 2024,10:00p,Miami Heat,106,Portland Trail Blazers,96,Box Score,,18143.0,2:13,Moda Center,
160,Wed Feb 28 2024,7:30p,New Orleans Pelicans,114,Indiana Pacers,123,Box Score,,16010.0,2:16,Gainbridge Fieldhouse,
161,Wed Feb 28 2024,7:30p,Dallas Mavericks,136,Toronto Raptors,125,Box Score,,19800.0,2:09,Scotiabank Arena,
162,Wed Feb 28 2024,8:00p,Cleveland Cavaliers,123,Chicago Bulls,132,Box Score,2OT,21700.0,2:43,United Center,
163,Wed Feb 28 2024,8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,110,Box Score,,18024.0,2:16,Target Center,
164,Wed Feb 28 2024,9:00p,Sacramento Kings,96,Denver Nuggets,117,Box Score,,19628.0,2:04,Ball Arena,
165,Wed Feb 28 2024,10:00p,Los Angeles Lakers,116,Los Angeles Clippers,112,Box Score,,19370.0,2:16,Crypto.com Arena,
166,Thu Feb 29 2024,7:00p,Milwaukee Bucks,111,Charlotte Hornets,99,Box Score,,18463.0,2:10,Spectrum Center,
167,Thu Feb 29 2024,7:00p,Utah Jazz,107,Orlando Magic,115,Box Score,,17848.0,2:15,Kia Center,
168,Thu Feb 29 2024,7:30p,Atlanta Hawks,97,Brooklyn Nets,124,Box Score,,17284.0,2:05,Barclays Center,
169,Thu Feb 29 2024,7:30p,Golden State Warriors,110,New York Knicks,99,Box Score,,19812.0,2:18,Madison Square Garden (IV),
170,Thu Feb 29 2024,8:30p,Oklahoma City Thunder,118,San Antonio Spurs,132,Box Score,,18392.0,2:10,Frost Bank Center,
171,Thu Feb 29 2024,9:00p,Houston Rockets,105,Phoenix Suns,110,Box Score,,17071.0,2:26,Footprint Center,
172,Thu Feb 29 2024,10:00p,Miami Heat,97,Denver Nuggets,103,Box Score,,19634.0,2:30,Ball Arena,
173,Thu Feb 29 2024,10:30p,Washington Wizards,131,Los Angeles Lakers,134,Box Score,OT,18997.0,2:22,Crypto.com Arena,
0,Fri Mar 1 2024,7:00p,Cleveland Cavaliers,110,Detroit Pistons,100,Box Score,,19299.0,2:12,Little Caesars Arena,
1,Fri Mar 1 2024,7:00p,Charlotte Hornets,114,Philadelphia 76ers,121,Box Score,,19788.0,2:12,Wells Fargo Center,
2,Fri Mar 1 2024,7:30p,Dallas Mavericks,110,Boston Celtics,138,Box Score,,19156.0,2:08,TD Garden,
3,Fri Mar 1 2024,7:30p,Golden State Warriors,120,Toronto Raptors,105,Box Score,,19800.0,2:10,Scotiabank Arena,
4,Fri Mar 1 2024,8:00p,Portland Trail Blazers,122,Memphis Grizzlies,92,Box Score,,15493.0,2:08,FedEx Forum,
5,Fri Mar 1 2024,8:00p,Sacramento Kings,124,Minnesota Timberwolves,120,Box Score,OT,18024.0,2:37,Target Center,
6,Fri Mar 1 2024,8:00p,Indiana Pacers,102,New Orleans Pelicans,129,Box Score,,17898.0,2:12,Smoothie King Center,
7,Fri Mar 1 2024,10:00p,Milwaukee Bucks,113,Chicago Bulls,97,Box Score,,21249.0,2:24,United Center,
8,Fri Mar 1 2024,10:30p,Washington Wizards,115,Los Angeles Clippers,140,Box Score,,19370.0,2:07,Crypto.com Arena,
9,Sat Mar 2 2024,3:00p,Atlanta Hawks,102,Brooklyn Nets,114,Box Score,,18075.0,2:18,Barclays Center,
10,Sat Mar 2 2024,5:00p,Utah Jazz,120,Miami Heat,126,Box Score,,19858.0,2:14,Kaseya Center,
11,Sat Mar 2 2024,8:00p,Portland Trail Blazers,107,Memphis Grizzlies,100,Box Score,OT,16381.0,2:37,FedEx Forum,
12,Sat Mar 2 2024,8:30p,Denver Nuggets,124,Los Angeles Lakers,114,Box Score,,18997.0,2:02,Crypto.com Arena,
13,Sat Mar 2 2024,9:00p,Houston Rockets,118,Phoenix Suns,109,Box Score,,17071.0,2:34,Footprint Center,
14,Sun Mar 3 2024,1:00p,Philadelphia 76ers,120,Dallas Mavericks,116,Box Score,,20277.0,2:25,American Airlines Center,
15,Sun Mar 3 2024,3:30p,Golden State Warriors,88,Boston Celtics,140,Box Score,,19156.0,2:07,TD Garden,
16,Sun Mar 3 2024,3:30p,Los Angeles Clippers,89,Minnesota Timberwolves,88,Box Score,,18024.0,2:13,Target Center,
17,Sun Mar 3 2024,6:00p,Detroit Pistons,91,Orlando Magic,113,Box Score,,19459.0,2:10,Kia Center,
18,Sun Mar 3 2024,6:00p,Charlotte Hornets,106,Toronto Raptors,111,Box Score,,19512.0,2:14,Scotiabank Arena,
19,Sun Mar 3 2024,7:00p,New York Knicks,107,Cleveland Cavaliers,98,Box Score,,19432.0,2:07,Rocket Mortgage Fieldhouse,
20,Sun Mar 3 2024,7:00p,Indiana Pacers,105,San Antonio Spurs,117,Box Score,,18027.0,2:15,Frost Bank Center,
21,Sun Mar 3 2024,9:30p,Oklahoma City Thunder,118,Phoenix Suns,110,Box Score,,17071.0,2:21,Footprint Center,
22,Mon Mar 4 2024,7:30p,Memphis Grizzlies,106,Brooklyn Nets,102,Box Score,,15847.0,2:28,Barclays Center,
23,Mon Mar 4 2024,8:00p,Los Angeles Clippers,106,Milwaukee Bucks,113,Box Score,,17875.0,2:13,Fiserv Forum,
24,Mon Mar 4 2024,8:00p,Portland Trail Blazers,114,Minnesota Timberwolves,119,Box Score,,18024.0,2:17,Target Center,
25,Mon Mar 4 2024,9:00p,Washington Wizards,115,Utah Jazz,127,Box Score,,18206.0,2:07,Delta Center,
26,Mon Mar 4 2024,10:00p,Chicago Bulls,113,Sacramento Kings,109,Box Score,,17832.0,2:19,Golden 1 Center,
27,Mon Mar 4 2024,10:30p,Oklahoma City Thunder,104,Los Angeles Lakers,116,Box Score,,18997.0,2:04,Crypto.com Arena,
28,Tue Mar 5 2024,7:00p,Orlando Magic,101,Charlotte Hornets,89,Box Score,,15928.0,2:08,Spectrum Center,
29,Tue Mar 5 2024,7:30p,Philadelphia 76ers,107,Brooklyn Nets,112,Box Score,,17086.0,2:20,Barclays Center,
30,Tue Mar 5 2024,7:30p,Boston Celtics,104,Cleveland Cavaliers,105,Box Score,,19432.0,2:11,Rocket Mortgage Fieldhouse,
31,Tue Mar 5 2024,7:30p,Detroit Pistons,110,Miami Heat,118,Box Score,,19724.0,2:10,Kaseya Center,
32,Tue Mar 5 2024,7:30p,Atlanta Hawks,116,New York Knicks,100,Box Score,,19812.0,2:07,Madison Square Garden (IV),
33,Tue Mar 5 2024,7:30p,New Orleans Pelicans,139,Toronto Raptors,98,Box Score,,18864.0,2:00,Scotiabank Arena,
34,Tue Mar 5 2024,8:00p,San Antonio Spurs,101,Houston Rockets,114,Box Score,,16734.0,2:06,Toyota Center,
35,Tue Mar 5 2024,8:30p,Indiana Pacers,137,Dallas Mavericks,120,Box Score,,20200.0,2:14,American Airlines Center,
36,Tue Mar 5 2024,10:00p,Phoenix Suns,117,Denver Nuggets,107,Box Score,OT,19589.0,2:24,Ball Arena,
37,Wed Mar 6 2024,7:00p,Orlando Magic,119,Washington Wizards,109,Box Score,,16018.0,2:14,Capital One Arena,
38,Wed Mar 6 2024,7:30p,Cleveland Cavaliers,101,Atlanta Hawks,112,Box Score,,15841.0,2:03,State Farm Arena,
39,Wed Mar 6 2024,7:30p,Los Angeles Clippers,122,Houston Rockets,116,Box Score,,17033.0,2:19,Toyota Center,
40,Wed Mar 6 2024,7:30p,Memphis Grizzlies,115,Philadelphia 76ers,109,Box Score,,19757.0,2:22,Wells Fargo Center,
41,Wed Mar 6 2024,9:00p,Chicago Bulls,119,Utah Jazz,117,Box Score,,18206.0,2:13,Delta Center,
42,Wed Mar 6 2024,10:00p,Milwaukee Bucks,90,Golden State Warriors,125,Box Score,,18064.0,2:11,Chase Center,
43,Wed Mar 6 2024,10:00p,Oklahoma City Thunder,128,Portland Trail Blazers,120,Box Score,,17589.0,2:24,Moda Center,
44,Wed Mar 6 2024,10:30p,Sacramento Kings,130,Los Angeles Lakers,120,Box Score,,18498.0,2:16,Crypto.com Arena,
45,Thu Mar 7 2024,7:00p,Brooklyn Nets,112,Detroit Pistons,118,Box Score,,19011.0,2:14,Little Caesars Arena,
46,Thu Mar 7 2024,7:00p,Minnesota Timberwolves,113,Indiana Pacers,111,Box Score,,16580.0,2:23,Gainbridge Fieldhouse,
47,Thu Mar 7 2024,7:30p,Miami Heat,108,Dallas Mavericks,114,Box Score,,20221.0,2:23,American Airlines Center,
48,Thu Mar 7 2024,9:00p,Toronto Raptors,113,Phoenix Suns,120,Box Score,,17071.0,2:16,Footprint Center,
49,Thu Mar 7 2024,10:00p,Boston Celtics,109,Denver Nuggets,115,Box Score,,19855.0,2:24,Ball Arena,
50,Thu Mar 7 2024,10:00p,Chicago Bulls,125,Golden State Warriors,122,Box Score,,18064.0,2:17,Chase Center,
51,Thu Mar 7 2024,10:00p,San Antonio Spurs,129,Sacramento Kings,131,Box Score,,17968.0,2:16,Golden 1 Center,
52,Fri Mar 8 2024,7:00p,New Orleans Pelicans,103,Philadelphia 76ers,95,Box Score,,19777.0,2:15,Wells Fargo Center,
53,Fri Mar 8 2024,7:00p,Charlotte Hornets,100,Washington Wizards,112,Box Score,,18778.0,2:07,Capital One Arena,
54,Fri Mar 8 2024,7:30p,Minnesota Timberwolves,104,Cleveland Cavaliers,113,Box Score,OT,19432.0,2:49,Rocket Mortgage Fieldhouse,
55,Fri Mar 8 2024,7:30p,Orlando Magic,74,New York Knicks,98,Box Score,,19812.0,2:03,Madison Square Garden (IV),
56,Fri Mar 8 2024,8:00p,Atlanta Hawks,99,Memphis Grizzlies,92,Box Score,,16667.0,2:12,FedEx Forum,
57,Fri Mar 8 2024,8:00p,Miami Heat,100,Oklahoma City Thunder,107,Box Score,,18203.0,2:07,Paycom Center,
58,Fri Mar 8 2024,10:00p,Milwaukee Bucks,122,Los Angeles Lakers,123,Box Score,,18997.0,2:20,Crypto.com Arena,
59,Fri Mar 8 2024,10:00p,Houston Rockets,123,Portland Trail Blazers,107,Box Score,,18139.0,2:06,Moda Center,
60,Sat Mar 9 2024,4:00p,Chicago Bulls,102,Los Angeles Clippers,112,Box Score,,19370.0,2:11,Crypto.com Arena,
61,Sat Mar 9 2024,7:00p,Brooklyn Nets,99,Charlotte Hornets,110,Box Score,,19090.0,2:08,Spectrum Center,
62,Sat Mar 9 2024,7:00p,Dallas Mavericks,142,Detroit Pistons,124,Box Score,,20062.0,2:17,Little Caesars Arena,
63,Sat Mar 9 2024,8:30p,San Antonio Spurs,126,Golden State Warriors,113,Box Score,,18064.0,2:24,Chase Center,
64,Sat Mar 9 2024,8:30p,Boston Celtics,117,Phoenix Suns,107,Box Score,,17071.0,2:12,Footprint Center,
65,Sat Mar 9 2024,9:00p,Utah Jazz,121,Denver Nuggets,142,Box Score,,19632.0,2:12,Ball Arena,
66,Sat Mar 9 2024,10:00p,Toronto Raptors,118,Portland Trail Blazers,128,Box Score,OT,18117.0,2:24,Moda Center,
67,Sun Mar 10 2024,3:00p,Milwaukee Bucks,124,Los Angeles Clippers,117,Box Score,,19370.0,2:19,Crypto.com Arena,
68,Sun Mar 10 2024,6:00p,New Orleans Pelicans,116,Atlanta Hawks,103,Box Score,,17695.0,2:02,State Farm Arena,
69,Sun Mar 10 2024,6:00p,Washington Wizards,110,Miami Heat,108,Box Score,,19730.0,2:13,Kaseya Center,
70,Sun Mar 10 2024,6:00p,Indiana Pacers,111,Orlando Magic,97,Box Score,,19481.0,2:19,Kia Center,
71,Sun Mar 10 2024,6:00p,Houston Rockets,112,Sacramento Kings,104,Box Score,,18022.0,2:18,Golden 1 Center,
72,Sun Mar 10 2024,7:00p,Brooklyn Nets,120,Cleveland Cavaliers,101,Box Score,,19432.0,2:05,Rocket Mortgage Fieldhouse,
73,Sun Mar 10 2024,7:00p,Philadelphia 76ers,79,New York Knicks,73,Box Score,,19812.0,2:18,Madison Square Garden (IV),
74,Sun Mar 10 2024,7:00p,Memphis Grizzlies,93,Oklahoma City Thunder,124,Box Score,,18203.0,2:01,Paycom Center,
75,Sun Mar 10 2024,9:30p,Minnesota Timberwolves,109,Los Angeles Lakers,120,Box Score,,18997.0,2:15,Crypto.com Arena,
76,Mon Mar 11 2024,7:00p,Charlotte Hornets,97,Detroit Pistons,114,Box Score,,18003.0,2:07,Little Caesars Arena,
77,Mon Mar 11 2024,7:30p,Phoenix Suns,117,Cleveland Cavaliers,111,Box Score,,19432.0,2:10,Rocket Mortgage Fieldhouse,
78,Mon Mar 11 2024,8:00p,Dallas Mavericks,127,Chicago Bulls,92,Box Score,,21363.0,1:58,United Center,
79,Mon Mar 11 2024,8:00p,Golden State Warriors,112,San Antonio Spurs,102,Box Score,,18354.0,2:05,Frost Bank Center,
80,Mon Mar 11 2024,9:00p,Toronto Raptors,119,Denver Nuggets,125,Box Score,,19652.0,2:06,Ball Arena,
81,Mon Mar 11 2024,10:30p,Boston Celtics,121,Portland Trail Blazers,99,Box Score,,18480.0,1:53,Moda Center,
82,Tue Mar 12 2024,7:30p,Philadelphia 76ers,79,New York Knicks,106,Box Score,,19812.0,2:11,Madison Square Garden (IV),
83,Tue Mar 12 2024,8:00p,Washington Wizards,97,Memphis Grizzlies,109,Box Score,,15291.0,2:04,FedEx Forum,
84,Tue Mar 12 2024,8:00p,Indiana Pacers,121,Oklahoma City Thunder,111,Box Score,,17118.0,2:04,Paycom Center,
85,Tue Mar 12 2024,8:30p,Houston Rockets,103,San Antonio Spurs,101,Box Score,,18751.0,2:14,Frost Bank Center,
86,Tue Mar 12 2024,9:00p,Boston Celtics,123,Utah Jazz,107,Box Score,,18206.0,2:00,Delta Center,
87,Tue Mar 12 2024,10:00p,Minnesota Timberwolves,118,Los Angeles Clippers,100,Box Score,,19370.0,2:17,Crypto.com Arena,
88,Tue Mar 12 2024,10:00p,Milwaukee Bucks,94,Sacramento Kings,129,Box Score,,17832.0,2:17,Golden 1 Center,
89,Wed Mar 13 2024,7:00p,Toronto Raptors,104,Detroit Pistons,113,Box Score,,19313.0,2:18,Little Caesars Arena,
90,Wed Mar 13 2024,7:00p,Brooklyn Nets,106,Orlando Magic,114,Box Score,,18846.0,2:19,Kia Center,
91,Wed Mar 13 2024,7:30p,Chicago Bulls,132,Indiana Pacers,129,Box Score,OT,17274.0,2:44,Gainbridge Fieldhouse,
92,Wed Mar 13 2024,7:30p,Denver Nuggets,100,Miami Heat,88,Box Score,,19921.0,2:05,Kaseya Center,
93,Wed Mar 13 2024,8:00p,Charlotte Hornets,110,Memphis Grizzlies,98,Box Score,,16717.0,2:05,FedEx Forum,
94,Wed Mar 13 2024,8:00p,Cleveland Cavaliers,116,New Orleans Pelicans,95,Box Score,,17727.0,1:57,Smoothie King Center,
95,Wed Mar 13 2024,8:30p,Golden State Warriors,99,Dallas Mavericks,109,Box Score,,20411.0,2:13,American Airlines Center,
96,Wed Mar 13 2024,10:00p,Atlanta Hawks,102,Portland Trail Blazers,106,Box Score,,18064.0,2:11,Moda Center,
97,Wed Mar 13 2024,10:00p,Los Angeles Lakers,107,Sacramento Kings,120,Box Score,,18332.0,2:14,Golden 1 Center,
98,Thu Mar 14 2024,7:30p,Phoenix Suns,112,Boston Celtics,127,Box Score,,19156.0,2:02,TD Garden,
99,Thu Mar 14 2024,8:00p,Los Angeles Clippers,126,Chicago Bulls,111,Box Score,,21219.0,2:00,United Center,
100,Thu Mar 14 2024,8:00p,Washington Wizards,119,Houston Rockets,135,Box Score,,18055.0,2:05,Toyota Center,
101,Thu Mar 14 2024,8:00p,Philadelphia 76ers,105,Milwaukee Bucks,114,Box Score,,17635.0,2:15,Fiserv Forum,
102,Thu Mar 14 2024,10:00p,Dallas Mavericks,119,Oklahoma City Thunder,126,Box Score,,18203.0,2:27,Paycom Center,
103,Thu Mar 14 2024,10:00p,New York Knicks,105,Portland Trail Blazers,93,Box Score,,17768.0,2:05,Moda Center,
104,Fri Mar 15 2024,7:00p,Phoenix Suns,107,Charlotte Hornets,96,Box Score,,18613.0,2:07,Spectrum Center,
