,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHO,96.6,.426,16.2,24.5,.102,87.0
1,GSW,96.6,.500,18.4,30.2,.090,100.4
