,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,TOR,100.1,.468,10.2,25.0,.223,108.8
1,WAS,100.1,.538,14.5,35.6,.141,111.8
