,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BOS,93.5,.500,11.7,29.2,.118,111.2
1,CLE,93.5,.544,7.8,17.0,.078,112.3
