,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DET,93.2,.549,6.9,11.9,.022,110.6
1,BRK,93.2,.596,17.1,32.4,.356,121.3
