,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Oshae Brissett,28:54,.458,.200,.600,1.200,11.9,4.1,8.0,8.0,0.0,0.0,11.6,12.9,122,115,-9.4
1,Jayson Tatum,26:36,.701,.647,.706,.588,0.0,26.4,13.0,37.9,5.5,3.3,8.5,37.9,142,95,20.3
2,Sam Hauser,22:49,1.154,1.154,1.000,.000,0.0,30.8,15.2,9.6,2.2,0.0,0.0,24.5,206,104,32.9
3,Al Horford,22:48,.888,.857,.571,.286,10.0,10.3,10.1,13.0,0.0,0.0,11.3,16.8,166,114,3.5
4,Jrue Holiday,22:13,.500,.500,.286,.000,0.0,5.3,2.6,17.7,2.2,7.9,30.0,19.4,86,105,-5.6
5,Payton Pritchard,34:54,.467,.467,.333,.000,6.5,10.1,8.3,51.5,1.4,0.0,6.3,19.7,140,111,3.1
6,Svi Mykhailiuk,22:35,.643,.643,.857,.000,0.0,25.9,12.8,11.6,0.0,0.0,0.0,13.3,143,110,0.1
7,Luke Kornet,20:03,.651,.556,.000,.444,17.1,17.5,17.3,7.7,0.0,8.7,8.5,25.2,139,106,0.6
8,Jaden Springer,16:00,.333,.333,.667,.000,7.1,7.3,7.2,0.0,3.1,0.0,50.0,16.1,44,108,-19.7
9,Xavier Tillman Sr.,14:46,.307,.250,.750,.500,7.7,7.9,7.8,0.0,6.7,5.9,17.0,17.1,68,96,-7.8
10,Neemias Queta,8:22,,,,,0.0,28.0,13.8,0.0,0.0,0.0,100.0,5.1,0,109,-14.7
11,Jaylen Brown,Did Not Dress,,,,,,,,,,,,,,,
