,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Jayson Tatum,30:50,.735,.735,.588,.000,3.6,14.7,9.7,8.8,0.0,6.4,15.0,27.1,125,101,7.0
1,Kristaps Porziņģis,29:33,.421,.286,.500,.429,3.8,24.5,15.2,7.3,1.6,6.6,5.7,25.0,101,95,-5.5
2,Jaylen Brown,26:20,.767,.769,.154,.462,4.2,17.2,11.4,15.8,3.6,0.0,11.3,28.0,141,97,12.3
3,Derrick White,25:44,.773,.773,.545,.000,4.3,7.0,5.8,24.6,0.0,0.0,0.0,17.9,171,108,9.9
4,Al Horford,19:39,.700,.700,.600,.000,5.7,27.7,17.8,22.4,0.0,0.0,0.0,10.7,170,103,8.9
5,Oshae Brissett,21:27,.368,.400,.000,.200,15.6,12.7,14.0,0.0,4.5,0.0,0.0,10.6,111,96,-3.4
6,Sam Hauser,20:16,.917,.917,.833,.000,0.0,17.9,9.9,5.7,0.0,0.0,14.3,14.5,149,105,4.3
7,Payton Pritchard,18:58,.507,.563,.625,.250,5.9,9.6,7.9,43.3,0.0,0.0,0.0,19.6,140,107,6.3
8,Luke Kornet,16:18,.761,.714,.000,.286,20.5,5.6,12.3,16.2,0.0,12.0,0.0,20.2,175,100,13.3
9,Dalano Banton,10:34,.532,.000,.000,2.000,10.6,25.7,18.9,8.9,0.0,0.0,34.7,22.8,94,103,-11.9
10,Svi Mykhailiuk,8:00,.000,.000,1.000,.000,0.0,11.3,6.3,0.0,6.0,0.0,20.0,26.2,0,93,-29.5
11,Lamar Stevens,7:04,1.000,1.000,.000,.000,0.0,25.6,14.2,30.7,0.0,0.0,0.0,5.9,213,103,13.4
12,Neemias Queta,5:17,1.025,1.000,.000,.500,0.0,34.3,18.9,0.0,0.0,18.5,0.0,19.3,213,88,20.8
