,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BOS,100.3,.616,8.7,30.2,.179,133.6
1,SAS,100.3,.489,10.8,17.0,.096,100.7
