,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHI,93.6,.525,10.0,28.8,.129,115.2
1,NYK,93.6,.571,17.3,35.6,.176,116.1
