,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHO,96.1,.386,12.4,15.7,.291,87.4
1,MIL,96.1,.532,4.6,20.0,.213,124.9
