nb_win_team_home,nb_win_team_away,ranking_team_home,ranking_team_home,result
40,11,2.0,28.0,SAS
25,27,21.0,20.0,UTA
27,38,19.0,5.0,CLE
22,33,24.0,10.0,DAL
37,31,6.0,17.0,LAL
41,20,2.0,25.0,MEM
33,35,11.0,8.0,NOP
39,33,4.0,14.0,SAC
22,26,23.0,21.0,ATL
35,30,9.0,18.0,GSW
34,25,10.0,22.0,HOU
40,33,4.0,13.0,MIA
15,38,26.0,6.0,MIL
11,41,28.0,3.0,OKC
33,27,14.0,20.0,UTA
32,9,17.0,29.0,WAS
33,15,15.0,26.0,CHO
9,38,29.0,6.0,CLE
46,34,1.0,10.0,DAL
22,31,24.0,18.0,GSW
35,34,8.0,11.0,IND
28,39,19.0,5.0,MIL
20,15,25.0,27.0,POR
42,33,2.0,16.0,SAC
37,9,7.0,30.0,WAS
23,26,23.0,21.0,ATL
33,41,13.0,3.0,DEN
35,25,10.0,22.0,HOU
20,16,25.0,26.0,POR
33,27,14.0,20.0,UTA
22,15,24.0,27.0,CHO
34,9,13.0,29.0,DET
47,32,1.0,18.0,GSW
12,34,28.0,12.0,IND
42,38,2.0,7.0,LAC
39,35,5.0,9.0,NYK
35,41,10.0,4.0,OKC
34,34,11.0,14.0,PHI
34,28,15.0,19.0,CHI
40,39,5.0,7.0,LAC
24,20,23.0,25.0,MEM
33,42,16.0,3.0,OKC
42,17,2.0,26.0,POR
27,9,20.0,30.0,WAS
36,26,9.0,21.0,ATL
39,48,6.0,1.0,BOS
34,9,15.0,29.0,DET
34,34,13.0,14.0,IND
23,36,24.0,8.0,NOP
15,35,27.0,10.0,ORL
24,35,23.0,11.0,PHI
42,35,2.0,12.0,PHO
26,13,22.0,28.0,SAS
28,29,20.0,19.0,CHI
27,40,21.0,6.0,CLE
27,39,22.0,7.0,LAC
35,21,11.0,25.0,MEM
32,41,18.0,5.0,MIL
17,42,26.0,4.0,OKC
9,36,30.0,10.0,ORL
34,34,15.0,17.0,SAC
42,48,3.0,1.0,BOS
9,25,29.0,23.0,BRK
33,30,18.0,19.0,CHI
34,35,16.0,13.0,MIA
35,43,12.0,2.0,MIN
35,13,15.0,28.0,SAS
36,23,11.0,24.0,TOR
22,28,25.0,20.0,ATL
9,15,30.0,27.0,CHO
17,27,26.0,22.0,HOU
43,35,3.0,13.0,MIA
34,41,17.0,5.0,MIL
40,44,6.0,2.0,MIN
35,37,14.0,8.0,NOP
36,37,10.0,9.0,ORL
37,48,10.0,1.0,BOS
15,25,27.0,23.0,BRK
40,31,7.0,19.0,CHI
10,35,29.0,12.0,DAL
33,13,18.0,28.0,SAS
17,23,26.0,24.0,TOR
43,28,3.0,21.0,UTA
41,25,5.0,23.0,BRK
36,28,12.0,21.0,HOU
37,35,10.0,14.0,IND
44,22,3.0,25.0,MEM
41,41,6.0,7.0,MIL
35,44,15.0,2.0,MIN
29,38,20.0,8.0,NOP
37,35,9.0,17.0,PHI
35,10,16.0,30.0,WAS
18,49,26.0,1.0,BOS
10,16,29.0,27.0,CHO
31,36,19.0,12.0,DAL
14,33,28.0,18.0,GSW
41,37,5.0,11.0,PHO
44,23,2.0,24.0,TOR
28,50,22.0,1.0,BOS
14,29,28.0,21.0,HOU
45,36,2.0,13.0,IND
36,42,15.0,5.0,MIL
41,44,7.0,4.0,MIN
37,36,9.0,14.0,PHI
22,11,25.0,29.0,WAS
18,29,26.0,20.0,ATL
37,26,12.0,23.0,BRK
37,31,10.0,19.0,CHI
23,16,24.0,27.0,CHO
39,41,8.0,6.0,CLE
35,45,17.0,2.0,DEN
37,34,9.0,18.0,GSW
37,36,14.0,15.0,LAL
11,23,29.0,25.0,TOR
45,38,3.0,9.0,DAL
32,41,19.0,7.0,LAC
19,38,26.0,10.0,NYK
42,36,5.0,16.0,PHI
51,38,1.0,11.0,PHO
30,11,20.0,30.0,WAS
28,29,22.0,21.0,ATL
14,46,28.0,2.0,DEN
39,42,8.0,5.0,LAC
12,35,29.0,17.0,MIA
23,38,25.0,11.0,ORL
17,38,27.0,12.0,PHO
37,26,14.0,23.0,BRK
36,17,16.0,27.0,CHO
31,42,20.0,5.0,CLE
36,34,15.0,18.0,GSW
29,45,22.0,4.0,MIN
38,39,13.0,9.0,NYK
23,46,24.0,3.0,OKC
40,19,8.0,26.0,POR
32,11,19.0,30.0,WAS
42,29,7.0,21.0,ATL
11,52,30.0,1.0,BOS
14,26,28.0,23.0,BRK
38,47,12.0,2.0,DEN
12,36,29.0,16.0,MIA
43,39,5.0,11.0,PHO
39,23,10.0,25.0,TOR
36,30,17.0,21.0,ATL
38,42,13.0,6.0,CLE
53,12,1.0,29.0,DET
38,23,14.0,24.0,MEM
37,37,16.0,15.0,MIA
29,46,22.0,3.0,MIN
35,40,18.0,9.0,NYK
33,19,19.0,26.0,POR
40,17,10.0,27.0,CHO
15,39,28.0,11.0,DAL
47,47,3.0,2.0,DEN
11,32,30.0,20.0,HOU
26,41,23.0,8.0,NOP
12,38,29.0,14.0,IND
19,42,26.0,7.0,LAC
35,23,18.0,24.0,MEM
43,37,6.0,16.0,MIA
54,44,1.0,5.0,MIL
39,38,12.0,15.0,PHI
23,39,25.0,13.0,SAC
47,29,4.0,22.0,UTA
40,30,12.0,21.0,ATL
44,26,5.0,23.0,BRK
33,34,20.0,19.0,CHI
41,42,10.0,8.0,NOP
48,41,2.0,9.0,NYK
11,40,30.0,13.0,SAC
40,29,11.0,22.0,UTA
12,55,29.0,1.0,BOS
47,43,4.0,6.0,CLE
36,39,18.0,14.0,IND
19,43,26.0,7.0,LAC
15,23,28.0,24.0,MEM
38,42,15.0,8.0,NOP
23,48,25.0,3.0,OKC
37,38,17.0,16.0,PHI
34,56,19.0,1.0,BOS
41,26,10.0,23.0,BRK
30,17,21.0,27.0,CHO
19,49,26.0,2.0,DEN
15,41,28.0,11.0,PHO
42,40,9.0,13.0,SAC
12,23,30.0,25.0,TOR
34,29,20.0,22.0,UTA
38,43,16.0,7.0,CLE
48,36,4.0,18.0,GSW
38,40,15.0,13.0,IND
12,43,29.0,8.0,NOP
45,49,5.0,3.0,OKC
44,38,6.0,17.0,PHI
31,57,21.0,1.0,BOS
23,26,25.0,23.0,BRK
43,17,7.0,27.0,CHO
29,41,22.0,12.0,DAL
42,12,9.0,30.0,DET
44,40,6.0,14.0,IND
50,24,2.0,24.0,MEM
41,39,13.0,15.0,PHI
15,42,28.0,11.0,PHO
35,19,19.0,26.0,POR
34,13,20.0,29.0,WAS
42,42,13.0,9.0,DAL
39,36,16.0,18.0,GSW
46,39,5.0,15.0,LAL
44,49,7.0,3.0,OKC
14,27,29.0,23.0,BRK
17,44,27.0,6.0,CLE
49,12,4.0,30.0,DET
42,37,11.0,18.0,GSW
50,36,3.0,19.0,HOU
34,41,20.0,14.0,IND
39,44,17.0,7.0,LAC
24,40,24.0,15.0,LAL
23,43,25.0,9.0,NYK
51,42,2.0,12.0,PHO
32,19,21.0,26.0,POR
29,16,22.0,28.0,SAS
33,57,21.0,1.0,BOS
44,46,8.0,5.0,MIL
28,35,23.0,20.0,CHI
42,43,13.0,10.0,DAL
14,12,29.0,30.0,DET
18,38,27.0,18.0,GSW
29,37,22.0,19.0,HOU
42,45,12.0,6.0,LAC
41,41,14.0,15.0,LAL
51,50,2.0,3.0,MIN
17,44,28.0,9.0,NYK
44,39,7.0,17.0,PHI
50,43,4.0,11.0,PHO
39,19,16.0,26.0,POR
45,57,7.0,1.0,BOS
42,24,12.0,24.0,MEM
34,46,21.0,5.0,MIL
51,35,3.0,20.0,CHI
51,45,2.0,7.0,CLE
38,44,19.0,9.0,DAL
18,39,28.0,17.0,GSW
18,46,27.0,5.0,LAC
29,41,22.0,15.0,LAL
14,40,29.0,16.0,MIA
44,51,10.0,4.0,OKC
23,39,25.0,18.0,PHI
42,29,13.0,23.0,UTA
36,34,20.0,21.0,ATL
18,58,27.0,1.0,BOS
42,29,13.0,22.0,BRK
13,24,30.0,24.0,MEM
45,43,8.0,12.0,PHO
43,19,11.0,26.0,POR
29,45,23.0,7.0,CLE
40,45,17.0,8.0,DAL
51,38,4.0,19.0,HOU
43,47,13.0,5.0,LAC
23,42,25.0,15.0,LAL
14,47,29.0,6.0,MIL
41,44,16.0,10.0,NYK
40,52,18.0,3.0,OKC
52,18,2.0,28.0,SAS
44,46,12.0,7.0,CLE
35,13,21.0,30.0,DET
29,43,22.0,13.0,IND
15,43,29.0,14.0,LAL
47,25,6.0,24.0,MEM
59,52,1.0,4.0,OKC
45,44,9.0,11.0,ORL
18,19,27.0,26.0,POR
52,23,3.0,25.0,TOR
45,36,8.0,20.0,ATL
47,53,5.0,2.0,DEN
38,41,19.0,17.0,GSW
42,41,16.0,18.0,PHI
44,44,10.0,13.0,SAC
26,13,24.0,30.0,DET
46,42,8.0,16.0,GSW
38,42,19.0,17.0,MIA
45,53,12.0,3.0,MIN
36,45,21.0,10.0,NYK
43,52,14.0,4.0,OKC
18,45,27.0,11.0,ORL
15,20,29.0,26.0,POR
60,44,1.0,13.0,SAC
45,18,9.0,28.0,SAS
47,23,6.0,25.0,TOR
48,29,5.0,23.0,UTA
53,36,2.0,20.0,ATL
44,46,13.0,7.0,CLE
30,13,22.0,30.0,DET
27,42,24.0,18.0,PHI
45,37,13.0,20.0,CHI
49,46,5.0,8.0,CLE
47,38,6.0,19.0,HOU
44,43,14.0,16.0,MIA
45,53,10.0,3.0,MIN
46,45,9.0,11.0,NOP
47,45,7.0,12.0,NYK
19,52,27.0,4.0,OKC
19,43,28.0,17.0,PHI
61,21,1.0,26.0,POR
31,44,22.0,15.0,SAC
42,29,18.0,23.0,UTA
24,15,25.0,29.0,WAS
47,62,7.0,1.0,BOS
19,48,27.0,6.0,DAL
29,54,23.0,2.0,DEN
44,13,16.0,30.0,DET
45,43,14.0,17.0,GSW
25,45,25.0,13.0,IND
46,50,12.0,5.0,LAC
36,43,21.0,18.0,MIA
21,46,26.0,9.0,NOP
37,46,20.0,10.0,NYK
38,46,19.0,11.0,ORL
53,45,4.0,15.0,SAC
27,19,24.0,28.0,SAS
54,15,3.0,29.0,WAS
36,19,21.0,28.0,CHO
44,49,16.0,6.0,DAL
46,27,8.0,24.0,MEM
55,55,2.0,3.0,MIN
48,46,7.0,11.0,ORL
51,46,5.0,12.0,PHO
54,20,4.0,27.0,SAS
31,25,22.0,25.0,TOR
13,37,30.0,20.0,CHI
21,44,26.0,16.0,GSW
29,39,23.0,19.0,HOU
45,47,15.0,8.0,NOP
62,47,1.0,9.0,NYK
55,36,3.0,21.0,ATL
48,32,9.0,22.0,BRK
15,38,29.0,20.0,CHI
62,20,1.0,27.0,CHO
20,56,28.0,2.0,DEN
50,13,6.0,30.0,DET
21,39,26.0,19.0,HOU
47,46,10.0,12.0,IND
27,45,24.0,15.0,LAL
55,49,4.0,7.0,MIL
45,48,14.0,8.0,NOP
45,46,16.0,13.0,ORL
45,47,17.0,11.0,PHO
44,25,18.0,25.0,TOR
51,30,5.0,23.0,UTA
46,36,12.0,21.0,ATL
46,32,15.0,22.0,BRK
49,39,9.0,20.0,CHI
48,20,10.0,28.0,CHO
56,50,4.0,6.0,DAL
27,56,24.0,2.0,DEN
21,14,27.0,30.0,DET
51,40,5.0,19.0,HOU
49,46,8.0,13.0,LAL
46,49,14.0,7.0,MIL
56,48,3.0,11.0,PHO
45,21,18.0,26.0,POR
45,25,17.0,25.0,TOR
45,31,16.0,23.0,UTA
63,15,1.0,29.0,WAS
