,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Tyrese Maxey,38:36,.505,.455,.227,.182,0.0,18.5,9.3,21.6,2.6,0.0,7.8,30.3,104,100,1.8
1,Tobias Harris,34:08,.504,.464,.143,.143,6.0,20.9,13.5,17.8,2.9,0.0,6.3,21.1,112,99,3.2
2,Buddy Hield,31:58,.722,.722,.667,.000,3.2,12.8,8.0,4.6,0.0,0.0,10.0,14.2,130,106,-1.3
3,Paul Reed,31:01,.667,.667,.000,.000,13.2,26.3,19.8,4.6,0.0,8.8,0.0,8.8,156,96,2.1
4,Kelly Oubre Jr.,28:07,.506,.500,.333,.222,3.6,14.5,9.1,5.1,1.8,0.0,23.3,20.8,82,102,-7.9
5,Cameron Payne,19:53,.727,.727,.545,.000,0.0,5.1,2.6,18.9,2.5,0.0,8.3,27.4,131,103,14.0
6,Mo Bamba,16:55,.200,.200,.200,.000,0.0,24.1,12.1,22.9,0.0,16.1,0.0,13.4,73,91,3.1
7,KJ Martin,16:55,.551,.600,.000,.200,6.0,30.2,18.1,18.0,0.0,5.4,0.0,14.6,128,99,3.7
8,De'Anthony Melton,16:02,.509,.417,.667,.333,0.0,6.4,3.2,8.8,0.0,0.0,12.7,22.3,96,108,-4.6
9,Ricky Council IV,6:21,.315,.000,.667,1.333,0.0,16.1,8.0,0.0,0.0,0.0,0.0,34.1,72,107,-14.3
10,Nicolas Batum,0:03,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,109,-6.8
11,Darius Bazley,Did Not Play,,,,,,,,,,,,,,,
12,Kenneth Lofton Jr.,Not With Team,,,,,,,,,,,,,,,
13,Terquavion Smith,Not With Team,,,,,,,,,,,,,,,
