,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CLE,96.0,.475,9.6,10.6,.263,101.1
1,PHI,96.0,.511,8.5,19.1,.133,108.4
