,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Alperen Sengun,28:44,10,14,.714,1,2,.500,3,3,1.000,1,12,13,8,0,0,2,4,24,24.5,+23
1,Jalen Green,27:27,7,14,.500,0,4,.000,0,1,.000,0,4,4,3,0,0,1,1,14,8.5,+17
2,Fred VanVleet,24:45,4,7,.571,2,4,.500,0,0,,0,2,2,6,0,1,1,3,10,10.0,+13
3,Jabari Smith Jr.,24:06,4,9,.444,2,5,.400,1,1,1.000,1,2,3,1,0,0,1,0,11,7.3,+8
4,Dillon Brooks,23:41,2,6,.333,1,2,.500,1,2,.500,0,5,5,0,0,1,0,1,6,4.0,+11
5,Amen Thompson,24:09,9,11,.818,0,1,.000,1,2,.500,1,6,7,4,2,1,2,3,19,19.3,+27
6,Cam Whitmore,21:23,10,17,.588,3,7,.429,2,2,1.000,3,3,6,1,2,0,2,1,25,20.4,+22
7,Jae'Sean Tate,17:13,1,2,.500,0,0,,0,0,,0,1,1,3,1,0,0,2,2,3.6,+14
8,Jeff Green,15:16,2,2,1.000,0,0,,4,4,1.000,0,3,3,1,1,0,2,3,8,6.8,+5
9,Aaron Holiday,12:07,1,2,.500,1,2,.500,0,0,,0,0,0,2,1,0,2,1,3,2.0,-1
10,Reggie Bullock,9:30,1,4,.250,1,3,.333,0,0,,0,1,1,1,1,0,0,0,3,2.6,+3
11,Boban Marjanović,3:53,2,2,1.000,0,0,,2,2,1.000,1,3,4,0,0,0,1,0,6,6.0,+1
12,Nate Hinton,3:53,1,2,.500,0,1,.000,0,0,,0,0,0,0,1,0,0,0,2,2.0,+1
13,Jermaine Samuels,3:53,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3,+1
14,Jock Landale,Did Not Play,,,,,,,,,,,,,,,,,,,,
