,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Mikal Bridges,35:18,.591,.563,.625,.250,0.0,13.6,6.5,5.8,1.4,0.0,5.3,23.5,109,124,2.0
1,Nic Claxton,32:01,.600,.600,.000,.000,6.8,30.0,17.8,15.8,3.0,0.0,28.6,9.7,105,117,0.0
2,Cam Thomas,30:03,.578,.563,.438,.063,3.6,4.0,3.8,31.6,3.2,0.0,10.8,27.1,108,121,5.5
3,Ben Simmons,21:08,.410,.500,.000,.500,0.0,22.7,10.8,29.6,0.0,0.0,29.1,7.2,96,125,-3.9
4,Dorian Finney-Smith,14:38,.500,.500,1.000,.000,7.5,8.2,7.8,0.0,3.3,0.0,50.0,18.1,53,120,-14.1
5,Dennis Schröder,23:15,.254,.214,.429,.286,0.0,10.3,4.9,13.3,0.0,0.0,20.2,18.8,51,127,-17.3
6,Cameron Johnson,20:40,.342,.143,.857,.571,0.0,11.6,5.5,15.1,2.3,4.4,0.0,18.7,84,118,-3.7
7,Lonnie Walker IV,18:34,.423,.423,.538,.000,0.0,25.9,12.3,0.0,0.0,0.0,0.0,30.9,81,124,-6.9
8,Dennis Smith Jr.,16:06,.773,.667,.000,.667,0.0,22.4,10.6,11.0,0.0,0.0,50.8,21.6,75,125,-12.3
9,Day'Ron Sharpe,15:59,.589,.600,.000,1.200,13.7,22.5,17.9,12.5,0.0,0.0,34.4,32.2,84,125,-10.0
10,Keita Bates-Diop,4:06,,,,,0.0,29.3,13.9,0.0,0.0,22.1,,0.0,0,106,5.9
11,Trendon Watford,4:06,1.064,1.000,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,229,129,11.4
12,Jalen Wilson,4:06,.500,.500,.500,.000,0.0,0.0,0.0,55.0,0.0,0.0,0.0,21.5,117,128,-3.8
